School_Year,Run_Type,Reason,Boro,Bus_Company_Name,School_Age_or_PreK,Number_Of_Students_On_The_Bus,Occurred_On_Hour,Occurred_On_Month,How_Long_Delayed,Has_Contractor_Notified_Schools,Has_Contractor_Notified_Parents,Have_You_Alerted_OPT
2019-2020,General Ed AM Run,Other,Brooklyn,"BORO TRANSIT, INC.",School-Age,0,5,12,31-45 Min,Yes,No,No
2020-2021,General Ed AM Run,Other,Staten Island,PIONEER TRANSPORTATION CORP,School-Age,0,7,10,31-45 Min,No,No,No
2021-2022,Special Ed AM Run,Heavy Traffic,Queens,"RELIANT TRANSPORTATION, INC (B2321)",School-Age,2,7,10,31-45 Min,Yes,No,Yes
2019-2020,Special Ed AM Run,Heavy Traffic,Brooklyn,"RELIANT TRANSPORTATION, INC (B2321)",School-Age,4,6,11,31-45 Min,No,No,No
2019-2020,Special Ed AM Run,Heavy Traffic,Manhattan,LEESEL TRANSPORTATION CORP (B2192),School-Age,0,6,12,46-60 Min,Yes,Yes,No
2021-2022,Pre-K/EI,Heavy Traffic,Brooklyn,L & M BUS CORP.,Pre-K,4,7,11,16-30 Min,Yes,Yes,No
2019-2020,Special Ed PM Run,Other,Brooklyn,"RELIANT TRANSPORTATION, INC (B2321)",School-Age,0,14,2,31-45 Min,Yes,Yes,Yes
2019-2020,Special Ed AM Run,Heavy Traffic,Manhattan,LEESEL TRANSPORTATION CORP (B2192),School-Age,0,7,12,16-30 Min,Yes,Yes,No
2021-2022,General Ed AM Run,Other,Brooklyn,ALLIED TRANSIT CORP.,School-Age,5,7,6,16-30 Min,No,No,No
2022-2023,Special Ed AM Run,Heavy Traffic,Manhattan,LEESEL TRANSPORTATION CORP (B2192),School-Age,0,5,3,46-60 Min,Yes,Yes,Yes
2019-2020,Special Ed AM Run,Heavy Traffic,Brooklyn,"RELIANT TRANSPORTATION, INC (B2321)",School-Age,3,7,12,31-45 Min,Yes,Yes,Yes
2022-2023,Special Ed AM Run,Heavy Traffic,Manhattan,LEESEL TRANSPORTATION CORP (B2192),School-Age,0,5,10,61-90 Min,Yes,Yes,Yes
2022-2023,General Ed AM Run,Other,Queens,EMPIRE STATE BUS CORP.,School-Age,2,6,10,16-30 Min,No,No,No
2018-2019,General Ed PM Run,Other,Manhattan,SNT BUS INC,School-Age,15,16,1,61-90 Min,Yes,Yes,Yes
2021-2022,Special Ed AM Run,Other,Queens,NYC SCHOOL BUS UMBRELLA SERVICES,School-Age,1,6,2,16-30 Min,Yes,Yes,No
2019-2020,Special Ed AM Run,Mechanical Problem,Staten Island,"BORO TRANSIT, INC.",School-Age,0,6,12,31-45 Min,Yes,Yes,No
2018-2019,Pre-K/EI,Heavy Traffic,Bronx,"DON THOMAS BUSES, INC.",Pre-K,12,7,10,0-15 Min,Yes,Yes,No
2019-2020,Special Ed AM Run,Heavy Traffic,Manhattan,LEESEL TRANSPORTATION CORP (B2192),School-Age,0,7,10,46-60 Min,Yes,Yes,No
2018-2019,Special Ed AM Run,Flat Tire,Bronx,LITTLE RICHIE BUS SERVICE,School-Age,0,7,1,46-60 Min,Yes,Yes,No
2022-2023,Special Ed AM Run,Heavy Traffic,Staten Island,PIONEER TRANSPORTATION CORP,School-Age,0,6,10,46-60 Min,No,No,No
2019-2020,General Ed AM Run,Other,Bronx,PIONEER TRANSPORTATION CORP,School-Age,0,6,9,16-30 Min,Yes,No,Yes
2022-2023,Special Ed PM Run,Other,Queens,LITTLE RICHIE BUS SERVICE,School-Age,0,13,4,61-90 Min,No,No,No
2021-2022,Pre-K/EI,Problem Run,Bronx,PHILLIPS BUS SERVICE,Pre-K,4,6,2,16-30 Min,Yes,Yes,Yes
2021-2022,Special Ed AM Run,Heavy Traffic,Queens,"RELIANT TRANSPORTATION, INC (B2321)",School-Age,0,6,9,31-45 Min,No,No,No
2022-2023,Special Ed AM Run,Heavy Traffic,Brooklyn,PRIDE TRANSPORTATION (SCH AGE),School-Age,0,6,1,61-90 Min,Yes,Yes,No
2019-2020,Pre-K/EI,Heavy Traffic,Bronx,"DON THOMAS BUSES, INC.",Pre-K,5,7,1,0-15 Min,Yes,Yes,No
2019-2020,Special Ed AM Run,Heavy Traffic,Manhattan,LEESEL TRANSPORTATION CORP (B2192),School-Age,0,7,11,31-45 Min,Yes,Yes,No
2018-2019,Special Ed PM Run,Mechanical Problem,Manhattan,FIRST STEPS TRANS INC. (B2192),School-Age,0,15,1,46-60 Min,Yes,Yes,Yes
2022-2023,Special Ed AM Run,Other,Bronx,"BORO TRANSIT, INC.",School-Age,0,6,2,61-90 Min,No,Yes,No
2021-2022,Special Ed AM Run,Other,Queens,FIRST STEPS TRANS INC. (B2192),School-Age,0,6,6,31-45 Min,Yes,Yes,No
2021-2022,Special Ed AM Run,Other,Brooklyn,EMPIRE CHARTER SERVICE INC,School-Age,1,6,9,16-30 Min,No,No,No
2022-2023,Special Ed AM Run,Other,Nassau County,ALL AMERICAN SCHOOL BUS CORP.,School-Age,0,7,4,31-45 Min,Yes,No,No
2019-2020,Special Ed AM Run,Other,Nassau County,CAREFUL BUS,School-Age,7,8,12,16-30 Min,Yes,Yes,No
2022-2023,Special Ed AM Run,Heavy Traffic,Queens,HOYT TRANSPORTATION CORP.,School-Age,0,7,10,31-45 Min,Yes,Yes,No
2019-2020,Special Ed AM Run,Heavy Traffic,Queens,"RELIANT TRANSPORTATION, INC (B2321)",School-Age,3,7,9,31-45 Min,Yes,Yes,Yes
2022-2023,Special Ed AM Run,Heavy Traffic,Manhattan,"CONSOLIDATED BUS TRANSIT, INC.",School-Age,0,6,11,31-45 Min,No,Yes,No
2021-2022,Special Ed AM Run,Other,Nassau County,"THOMAS BUSES, INC. (B2321)",School-Age,0,6,3,61-90 Min,Yes,Yes,No
2019-2020,Special Ed AM Run,Heavy Traffic,Manhattan,EMPIRE CHARTER SERVICE INC,School-Age,1,7,10,16-30 Min,Yes,Yes,No
2021-2022,Pre-K/EI,Other,Brooklyn,L & M BUS CORP.,Pre-K,0,8,3,46-60 Min,Yes,Yes,No
2022-2023,Special Ed AM Run,Heavy Traffic,Brooklyn,NYC SCHOOL BUS UMBRELLA SERVICES,School-Age,0,6,5,31-45 Min,Yes,Yes,Yes
2020-2021,General Ed AM Run,Mechanical Problem,Brooklyn,"BORO TRANSIT, INC.",School-Age,0,5,9,31-45 Min,Yes,Yes,No
2021-2022,Special Ed AM Run,Heavy Traffic,Bronx,VAN TRANS LLC (B2192),School-Age,0,7,9,0-15 Min,Yes,Yes,Yes
2018-2019,Special Ed PM Run,Mechanical Problem,Nassau County,LOGAN BUS COMPANY INC.,School-Age,0,14,3,61-90 Min,No,No,No
2022-2023,Special Ed AM Run,Heavy Traffic,Manhattan,LEESEL TRANSPORTATION CORP (B2192),School-Age,0,8,3,46-60 Min,Yes,Yes,Yes
2022-2023,Pre-K/EI,Other,Brooklyn,L & M BUS CORP.,Pre-K,5,8,5,31-45 Min,Yes,Yes,No
2018-2019,Special Ed PM Run,Heavy Traffic,Bronx,VAN TRANS LLC (B2192),School-Age,0,13,5,46-60 Min,Yes,Yes,Yes
2022-2023,Special Ed AM Run,Other,Brooklyn,EMPIRE CHARTER SERVICE INC,School-Age,4,6,4,16-30 Min,No,No,No
2018-2019,Special Ed PM Run,Heavy Traffic,Manhattan,LEESEL TRANSPORTATION CORP (B2192),School-Age,0,14,5,46-60 Min,Yes,Yes,No
2021-2022,Special Ed AM Run,Late return from Field Trip,Brooklyn,NYC SCHOOL BUS UMBRELLA SERVICES,School-Age,0,7,11,31-45 Min,No,No,No
2022-2023,Special Ed PM Run,Heavy Traffic,Manhattan,PHILLIP BUS CORP (B2192),School-Age,3,16,10,31-45 Min,No,Yes,No
2022-2023,Special Ed AM Run,Other,Queens,ALL AMERICAN SCHOOL BUS CORP.,School-Age,0,7,5,31-45 Min,Yes,No,No
2019-2020,Special Ed AM Run,Heavy Traffic,Brooklyn,EMPIRE STATE BUS CORP.,School-Age,7,7,12,16-30 Min,Yes,Yes,No
2018-2019,General Ed AM Run,Mechanical Problem,Brooklyn,SNT BUS INC,School-Age,0,5,4,31-45 Min,Yes,No,No
2020-2021,Special Ed PM Run,Heavy Traffic,Bronx,"DON THOMAS BUSES, INC. (B2321)",School-Age,0,14,5,0-15 Min,Yes,Yes,No
2021-2022,Special Ed AM Run,Mechanical Problem,Brooklyn,L & M BUS CORP (A),School-Age,0,6,1,61-90 Min,Yes,Yes,No
2022-2023,Special Ed AM Run,Heavy Traffic,Bronx,PRIDE TRANSPORTATION (SCH AGE),School-Age,0,5,1,61-90 Min,Yes,Yes,No
2019-2020,Special Ed PM Run,Heavy Traffic,Manhattan,"CONSOLIDATED BUS TRANSIT, INC.",School-Age,0,14,12,16-30 Min,Yes,Yes,No
2021-2022,Pre-K/EI,Heavy Traffic,Brooklyn,L & M BUS CORP.,Pre-K,2,8,10,16-30 Min,Yes,Yes,No
2022-2023,Special Ed PM Run,Heavy Traffic,Bronx,VAN TRANS LLC (B2192),School-Age,0,14,10,0-15 Min,Yes,Yes,No
2019-2020,Pre-K/EI,Heavy Traffic,Bronx,"G.V.C., LTD.",Pre-K,3,7,11,31-45 Min,Yes,Yes,No
2022-2023,Special Ed AM Run,Heavy Traffic,Manhattan,LEESEL TRANSPORTATION CORP (B2192),School-Age,0,5,3,46-60 Min,Yes,Yes,Yes
2019-2020,Special Ed AM Run,Other,Bronx,"BORO TRANSIT, INC.",School-Age,9,7,12,31-45 Min,Yes,Yes,No
2019-2020,General Ed AM Run,Heavy Traffic,Manhattan,SNT BUS INC,School-Age,0,8,10,16-30 Min,Yes,Yes,No
2018-2019,General Ed AM Run,Heavy Traffic,Manhattan,SNT BUS INC,School-Age,0,7,2,0-15 Min,Yes,No,No
2018-2019,Special Ed AM Run,Problem Run,Brooklyn,Y & M TRANSIT CORP (B2192),School-Age,8,7,11,61-90 Min,Yes,Yes,No
2019-2020,Special Ed AM Run,Heavy Traffic,Brooklyn,EMPIRE CHARTER SERVICE INC,School-Age,7,7,2,16-30 Min,Yes,Yes,No
2022-2023,General Ed AM Run,Mechanical Problem,Queens,ALLIED TRANSIT CORP.,School-Age,0,6,1,31-45 Min,No,No,No
2018-2019,Special Ed AM Run,Other,Manhattan,"CONSOLIDATED BUS TRANSIT, INC.",School-Age,0,7,10,16-30 Min,Yes,Yes,No
2022-2023,Special Ed PM Run,Other,Queens,"LORINDA ENTERPRISES, LTD.",School-Age,0,13,4,46-60 Min,Yes,Yes,No
2019-2020,Special Ed PM Run,Heavy Traffic,Manhattan,LEESEL TRANSPORTATION CORP (B2192),School-Age,0,13,10,46-60 Min,Yes,Yes,No
2019-2020,Special Ed AM Run,Heavy Traffic,Bronx,G.V.C. LTD. (B2192),School-Age,1,8,11,31-45 Min,Yes,Yes,No
2018-2019,Special Ed AM Run,Other,Brooklyn,ALLIED TRANSIT CORP.,School-Age,8,7,10,16-30 Min,Yes,Yes,No
2022-2023,General Ed PM Run,Heavy Traffic,Staten Island,PIONEER TRANSPORTATION CORP,School-Age,0,14,12,31-45 Min,No,No,No
2022-2023,Special Ed AM Run,Other,Rockland County,ALL COUNTY BUS LLC (B2321),School-Age,3,7,3,16-30 Min,Yes,No,No
2018-2019,Special Ed AM Run,Heavy Traffic,Brooklyn,EMPIRE STATE BUS CORP.,School-Age,5,7,10,16-30 Min,Yes,Yes,No
2018-2019,Special Ed AM Run,Heavy Traffic,Manhattan,LEESEL TRANSPORTATION CORP (B2192),School-Age,0,7,3,31-45 Min,Yes,Yes,No
2021-2022,General Ed AM Run,Heavy Traffic,Brooklyn,QUALITY TRANSPORTATION CORP.,School-Age,0,7,1,31-45 Min,No,No,No
2019-2020,Special Ed AM Run,Heavy Traffic,Manhattan,LEESEL TRANSPORTATION CORP (B2192),School-Age,0,7,9,31-45 Min,Yes,Yes,No
2019-2020,Special Ed AM Run,Heavy Traffic,Queens,"RELIANT TRANSPORTATION, INC (B2321)",School-Age,4,7,9,31-45 Min,Yes,Yes,Yes
2019-2020,Special Ed PM Run,Other,Nassau County,LOGAN BUS COMPANY INC.,School-Age,0,14,10,31-45 Min,Yes,Yes,No
2018-2019,Special Ed AM Run,Heavy Traffic,Manhattan,"RELIANT TRANSPORTATION, INC (B2321)",School-Age,10,8,11,31-45 Min,Yes,Yes,Yes
2021-2022,Pre-K/EI,Heavy Traffic,Bronx,"DON THOMAS BUSES, INC.",Pre-K,4,8,2,0-15 Min,Yes,Yes,No
2021-2022,Special Ed PM Run,Other,Queens,NYC SCHOOL BUS UMBRELLA SERVICES,School-Age,0,13,3,31-45 Min,Yes,Yes,Yes
2022-2023,Special Ed AM Run,Other,Queens,LOGAN BUS COMPANY INC.,School-Age,0,7,9,61-90 Min,No,No,No
2018-2019,General Ed AM Run,Other,Manhattan,SNT BUS INC,School-Age,0,6,6,0-15 Min,Yes,No,No
2018-2019,Special Ed PM Run,Heavy Traffic,Manhattan,LEESEL TRANSPORTATION CORP (B2192),School-Age,0,14,5,31-45 Min,Yes,Yes,No
2022-2023,Special Ed AM Run,Problem Run,Queens,L & M BUS CORP (A),School-Age,1,6,11,61-90 Min,Yes,Yes,No
2019-2020,Special Ed PM Run,Late return from Field Trip,Brooklyn,"NEW DAWN TRANSIT, LLC (B2321)",School-Age,0,14,12,0-15 Min,Yes,Yes,Yes
2022-2023,General Ed AM Run,Mechanical Problem,Manhattan,SNT BUS INC,School-Age,0,6,2,31-45 Min,Yes,No,No
2022-2023,General Ed AM Run,Mechanical Problem,Manhattan,SNT BUS INC,School-Age,0,6,10,16-30 Min,Yes,No,No
2018-2019,Special Ed AM Run,Heavy Traffic,Manhattan,LEESEL TRANSPORTATION CORP (B2192),School-Age,0,6,12,16-30 Min,Yes,Yes,No
2018-2019,Special Ed AM Run,Other,Brooklyn,L & M BUS CORP (A),School-Age,0,6,4,61-90 Min,Yes,Yes,No
2022-2023,Special Ed AM Run,Heavy Traffic,Brooklyn,EMPIRE STATE BUS CORP.,School-Age,3,7,5,16-30 Min,No,No,No
2022-2023,Special Ed AM Run,Heavy Traffic,Brooklyn,HOYT TRANSPORTATION CORP.,School-Age,6,7,11,0-15 Min,Yes,Yes,No
2021-2022,Special Ed PM Run,Problem Run,Manhattan,LEESEL TRANSPORTATION CORP (B2192),School-Age,0,14,10,46-60 Min,Yes,Yes,No
2021-2022,Special Ed AM Run,Heavy Traffic,Brooklyn,EMPIRE CHARTER SERVICE INC,School-Age,2,7,12,16-30 Min,No,No,No
2021-2022,Special Ed AM Run,Other,Queens,NYC SCHOOL BUS UMBRELLA SERVICES,School-Age,0,6,4,31-45 Min,Yes,Yes,Yes
2018-2019,Special Ed PM Run,Heavy Traffic,Queens,LITTLE RICHIE BUS SERVICE,School-Age,0,14,3,46-60 Min,No,No,No
2018-2019,Special Ed AM Run,Heavy Traffic,Bronx,VAN TRANS LLC (B2192),School-Age,0,6,5,16-30 Min,Yes,Yes,Yes
2022-2023,Special Ed AM Run,Heavy Traffic,Brooklyn,PRIDE TRANSPORTATION (SCH AGE),School-Age,19,7,5,31-45 Min,Yes,Yes,No
2018-2019,Special Ed AM Run,Heavy Traffic,Manhattan,LEESEL TRANSPORTATION CORP (B2192),School-Age,1,6,10,31-45 Min,Yes,Yes,No
2019-2020,Special Ed PM Run,Heavy Traffic,Manhattan,LEESEL TRANSPORTATION CORP (B2192),School-Age,0,13,12,31-45 Min,Yes,Yes,No
2020-2021,Pre-K/EI,Other,Bronx,"G.V.C., LTD.",Pre-K,0,7,6,46-60 Min,Yes,Yes,No
2018-2019,Special Ed AM Run,Problem Run,Brooklyn,Y & M TRANSIT CORP (B2192),School-Age,9,7,2,46-60 Min,Yes,Yes,No
2022-2023,Special Ed PM Run,Heavy Traffic,Staten Island,PIONEER TRANSPORTATION CORP,School-Age,0,15,10,46-60 Min,No,No,No
2021-2022,Special Ed AM Run,Other,Queens,EMPIRE CHARTER SERVICE INC,School-Age,3,6,6,16-30 Min,No,No,No
2022-2023,Special Ed AM Run,Heavy Traffic,Bronx,PRIDE TRANSPORTATION (SCH AGE),School-Age,4,8,6,61-90 Min,Yes,Yes,No
2021-2022,Special Ed AM Run,Heavy Traffic,Manhattan,EMPIRE CHARTER SERVICE INC,School-Age,0,6,2,16-30 Min,No,No,No
2019-2020,Special Ed AM Run,Heavy Traffic,Bronx,"BORO TRANSIT, INC.",School-Age,0,7,11,16-30 Min,Yes,Yes,No
2018-2019,Special Ed AM Run,Heavy Traffic,Bronx,VAN TRANS LLC (B2192),School-Age,0,6,10,16-30 Min,Yes,Yes,Yes
2022-2023,Special Ed AM Run,Heavy Traffic,Queens,NYC SCHOOL BUS UMBRELLA SERVICES,School-Age,0,6,6,46-60 Min,Yes,Yes,Yes
2019-2020,Special Ed AM Run,Heavy Traffic,Bronx,"DON THOMAS BUSES, INC. (B2321)",School-Age,0,5,10,16-30 Min,Yes,Yes,Yes
2018-2019,Special Ed AM Run,Heavy Traffic,Bronx,"DON THOMAS BUSES, INC. (B2321)",School-Age,2,6,3,31-45 Min,No,Yes,Yes
2020-2021,Special Ed PM Run,Heavy Traffic,Brooklyn,"RELIANT TRANSPORTATION, INC (B2321)",School-Age,0,13,5,16-30 Min,Yes,Yes,Yes
2018-2019,Special Ed Field Trip,Late return from Field Trip,Westchester,VAN TRANS LLC (B2192),School-Age,0,13,6,31-45 Min,Yes,Yes,Yes
2021-2022,Special Ed AM Run,Heavy Traffic,Manhattan,LEESEL TRANSPORTATION CORP (B2192),School-Age,0,7,3,31-45 Min,Yes,Yes,No
2018-2019,Special Ed AM Run,Heavy Traffic,Bronx,"DON THOMAS BUSES, INC. (B2321)",School-Age,0,5,4,46-60 Min,Yes,Yes,Yes
2018-2019,Special Ed PM Run,Heavy Traffic,Manhattan,LEESEL TRANSPORTATION CORP (B2192),School-Age,0,14,9,46-60 Min,Yes,Yes,No
2021-2022,Special Ed AM Run,Heavy Traffic,Staten Island,PIONEER TRANSPORTATION CORP,School-Age,0,14,1,46-60 Min,Yes,No,No
2022-2023,Pre-K/EI,Heavy Traffic,Brooklyn,L & M BUS CORP.,Pre-K,3,7,1,0-15 Min,No,No,No
2018-2019,Special Ed AM Run,Other,Brooklyn,EMPIRE CHARTER SERVICE INC,School-Age,5,7,2,16-30 Min,Yes,Yes,No
2022-2023,Special Ed AM Run,Mechanical Problem,Brooklyn,"BORO TRANSIT, INC.",School-Age,0,6,10,31-45 Min,Yes,No,No
2018-2019,Special Ed PM Run,Heavy Traffic,Manhattan,G.V.C. LTD. (B2192),School-Age,0,14,9,0-15 Min,No,Yes,No
2020-2021,Special Ed PM Run,Heavy Traffic,Queens,"RELIANT TRANSPORTATION, INC (B2321)",School-Age,0,14,2,16-30 Min,Yes,Yes,Yes
2019-2020,Special Ed AM Run,Heavy Traffic,Bronx,PIONEER TRANSPORTATION CORP,School-Age,1,6,3,0-15 Min,No,No,No
2018-2019,Special Ed PM Run,Heavy Traffic,Manhattan,LEESEL TRANSPORTATION CORP (B2192),School-Age,0,14,12,31-45 Min,Yes,Yes,No
2018-2019,Special Ed AM Run,Heavy Traffic,Manhattan,LEESEL TRANSPORTATION CORP (B2192),School-Age,0,7,9,31-45 Min,Yes,Yes,No
2019-2020,Special Ed AM Run,Heavy Traffic,Brooklyn,B & F SKILLED INC.(B2192),School-Age,2,8,12,16-30 Min,Yes,Yes,No
2018-2019,General Ed AM Run,Heavy Traffic,Bronx,PIONEER TRANSPORTATION CORP,School-Age,0,6,11,16-30 Min,Yes,No,No
2019-2020,Special Ed AM Run,Heavy Traffic,Brooklyn,EMPIRE STATE BUS CORP.,School-Age,5,7,1,16-30 Min,Yes,Yes,No
2022-2023,Special Ed AM Run,Other,Queens,"LORINDA ENTERPRISES, LTD.",School-Age,0,7,1,61-90 Min,No,No,No
2022-2023,Special Ed PM Run,Heavy Traffic,Nassau County,HOYT TRANSPORTATION CORP.,School-Age,0,15,6,16-30 Min,Yes,Yes,No
2018-2019,Special Ed AM Run,Won`t Start,Brooklyn,"NEW DAWN TRANSIT, LLC (B2321)",School-Age,0,6,9,31-45 Min,Yes,No,No
2020-2021,Special Ed AM Run,Heavy Traffic,Manhattan,LEESEL TRANSPORTATION CORP (B2192),School-Age,1,8,4,46-60 Min,Yes,Yes,No
2022-2023,Pre-K/EI,Heavy Traffic,Bronx,"G.V.C., LTD.",Pre-K,3,8,6,16-30 Min,Yes,Yes,No
2019-2020,Special Ed AM Run,Heavy Traffic,Manhattan,"BORO TRANSIT, INC.",School-Age,0,7,2,16-30 Min,Yes,Yes,No
2020-2021,General Ed AM Run,Mechanical Problem,Brooklyn,SNT BUS INC,School-Age,0,7,4,16-30 Min,Yes,No,No
2022-2023,General Ed PM Run,Heavy Traffic,Staten Island,PIONEER TRANSPORTATION CORP,School-Age,0,14,11,46-60 Min,No,No,No
2020-2021,Special Ed AM Run,Heavy Traffic,Brooklyn,"RELIANT TRANSPORTATION, INC (B2321)",School-Age,0,14,10,16-30 Min,Yes,Yes,Yes
2022-2023,General Ed AM Run,Mechanical Problem,Brooklyn,"BORO TRANSIT, INC.",School-Age,0,6,6,16-30 Min,Yes,No,No
2021-2022,Special Ed AM Run,Other,Queens,EMPIRE CHARTER SERVICE INC,School-Age,2,6,5,16-30 Min,No,No,No
2018-2019,Special Ed AM Run,Heavy Traffic,Manhattan,LEESEL TRANSPORTATION CORP (B2192),School-Age,2,7,12,31-45 Min,Yes,Yes,No
2018-2019,Special Ed AM Run,Heavy Traffic,Brooklyn,ALLIED TRANSIT CORP.,School-Age,0,5,11,31-45 Min,Yes,Yes,No
2022-2023,Special Ed AM Run,Heavy Traffic,Brooklyn,PRIDE TRANSPORTATION (SCH AGE),School-Age,0,6,1,46-60 Min,Yes,Yes,No
2018-2019,Special Ed AM Run,Other,Bronx,LITTLE LISA BUS CO. INC.,School-Age,0,6,10,16-30 Min,Yes,Yes,No
2021-2022,Pre-K/EI,Other,Bronx,PHILLIPS BUS SERVICE,Pre-K,2,6,5,31-45 Min,Yes,Yes,Yes
2018-2019,Special Ed AM Run,Heavy Traffic,Manhattan,LEESEL TRANSPORTATION CORP (B2192),School-Age,0,6,10,46-60 Min,Yes,Yes,No
2018-2019,Special Ed AM Run,Heavy Traffic,Manhattan,"CONSOLIDATED BUS TRANSIT, INC.",School-Age,2,6,10,16-30 Min,Yes,Yes,No
2018-2019,Special Ed AM Run,Heavy Traffic,Bronx,"CONSOLIDATED BUS TRANSIT, INC.",School-Age,0,7,11,31-45 Min,Yes,Yes,No
2019-2020,Pre-K/EI,Other,Bronx,"G.V.C., LTD.",Pre-K,6,7,10,31-45 Min,Yes,Yes,No
2020-2021,Special Ed AM Run,Other,Nassau County,"THOMAS BUSES, INC. (B2321)",School-Age,0,7,4,46-60 Min,Yes,Yes,Yes
2019-2020,General Ed AM Run,Heavy Traffic,Brooklyn,ALLIED TRANSIT CORP.,School-Age,5,7,11,16-30 Min,Yes,Yes,No
2021-2022,Special Ed PM Run,Other,Queens,NYC SCHOOL BUS UMBRELLA SERVICES,School-Age,0,13,3,31-45 Min,Yes,Yes,No
2019-2020,Special Ed AM Run,Heavy Traffic,Manhattan,LEESEL TRANSPORTATION CORP (B2192),School-Age,0,7,10,46-60 Min,Yes,Yes,No
2020-2021,Special Ed AM Run,Heavy Traffic,Bronx,HOYT TRANSPORTATION CORP.,School-Age,0,7,6,0-15 Min,Yes,Yes,No
2020-2021,Special Ed AM Run,Heavy Traffic,Manhattan,LEESEL TRANSPORTATION CORP (B2192),School-Age,0,7,3,31-45 Min,Yes,Yes,No
2021-2022,Pre-K/EI,Other,Brooklyn,L & M BUS CORP.,Pre-K,0,12,5,0-15 Min,Yes,Yes,No
2018-2019,Special Ed AM Run,Heavy Traffic,Manhattan,"RELIANT TRANSPORTATION, INC (B2321)",School-Age,0,14,9,31-45 Min,Yes,Yes,Yes
2022-2023,Special Ed AM Run,Heavy Traffic,Staten Island,PIONEER TRANSPORTATION CORP,School-Age,0,7,3,31-45 Min,No,No,No
2018-2019,Special Ed AM Run,Heavy Traffic,Manhattan,LEESEL TRANSPORTATION CORP (B2192),School-Age,0,7,3,16-30 Min,Yes,Yes,No
2018-2019,Special Ed Field Trip,Other,Brooklyn,Y & M TRANSIT CORP (B2192),School-Age,0,13,4,16-30 Min,Yes,No,No
2018-2019,Special Ed AM Run,Heavy Traffic,Manhattan,LEESEL TRANSPORTATION CORP (B2192),School-Age,0,7,10,31-45 Min,Yes,Yes,No
2018-2019,Special Ed AM Run,Heavy Traffic,Manhattan,PHILLIP BUS CORP (B2192),School-Age,2,7,5,46-60 Min,Yes,No,No
2018-2019,Special Ed PM Run,Heavy Traffic,Manhattan,LEESEL TRANSPORTATION CORP (B2192),School-Age,0,14,2,31-45 Min,Yes,Yes,No
2022-2023,Pre-K/EI,Heavy Traffic,Bronx,"G.V.C., LTD.",Pre-K,1,8,1,16-30 Min,Yes,Yes,No
2022-2023,Special Ed AM Run,Heavy Traffic,Nassau County,NYC SCHOOL BUS UMBRELLA SERVICES,School-Age,0,8,10,46-60 Min,No,No,No
2019-2020,Special Ed PM Run,Heavy Traffic,Manhattan,LEESEL TRANSPORTATION CORP (B2192),School-Age,0,13,1,31-45 Min,Yes,Yes,No
2018-2019,Special Ed AM Run,Heavy Traffic,Manhattan,LEESEL TRANSPORTATION CORP (B2192),School-Age,0,6,3,31-45 Min,Yes,Yes,No
2022-2023,Special Ed AM Run,Problem Run,Queens,L & M BUS CORP (A),School-Age,0,5,2,61-90 Min,Yes,Yes,No
2022-2023,Special Ed AM Run,Heavy Traffic,Manhattan,LEESEL TRANSPORTATION CORP (B2192),School-Age,0,7,3,46-60 Min,Yes,No,Yes
2021-2022,Special Ed AM Run,Other,Queens,ALLIED TRANSIT CORP.,School-Age,3,6,6,16-30 Min,No,No,No
2018-2019,Special Ed AM Run,Mechanical Problem,Brooklyn,B & F SKILLED INC.(B2192),School-Age,0,7,5,31-45 Min,Yes,Yes,No
2021-2022,General Ed PM Run,Mechanical Problem,Bronx,PIONEER TRANSPORTATION CORP,School-Age,0,14,12,16-30 Min,Yes,No,No
2019-2020,Special Ed AM Run,Heavy Traffic,Brooklyn,EMPIRE CHARTER SERVICE INC,School-Age,4,6,11,16-30 Min,Yes,Yes,No
2022-2023,Special Ed AM Run,Heavy Traffic,Bronx,LITTLE RICHIE BUS SERVICE,School-Age,0,7,4,46-60 Min,Yes,Yes,No
2021-2022,Special Ed AM Run,Other,Queens,NYC SCHOOL BUS UMBRELLA SERVICES,School-Age,0,6,3,31-45 Min,Yes,Yes,No
2019-2020,Special Ed AM Run,Mechanical Problem,Nassau County,"RELIANT TRANSPORTATION, INC (B2321)",School-Age,0,6,3,31-45 Min,Yes,Yes,Yes
2022-2023,Special Ed AM Run,Mechanical Problem,Brooklyn,"BORO TRANSIT, INC.",School-Age,0,6,1,16-30 Min,Yes,No,No
2021-2022,Special Ed AM Run,Problem Run,Manhattan,LEESEL TRANSPORTATION CORP (B2192),School-Age,1,6,12,46-60 Min,Yes,Yes,No
2019-2020,Pre-K/EI,Heavy Traffic,Bronx,"G.V.C., LTD.",Pre-K,17,8,9,16-30 Min,Yes,Yes,Yes
2022-2023,General Ed AM Run,Heavy Traffic,Brooklyn,SNT BUS INC,School-Age,0,6,9,16-30 Min,No,No,No
2018-2019,Special Ed PM Run,Heavy Traffic,Manhattan,LEESEL TRANSPORTATION CORP (B2192),School-Age,0,14,5,31-45 Min,Yes,Yes,No
2018-2019,Special Ed AM Run,Heavy Traffic,Manhattan,LEESEL TRANSPORTATION CORP (B2192),School-Age,0,6,3,31-45 Min,Yes,Yes,No
2021-2022,Special Ed AM Run,Heavy Traffic,Brooklyn,"BORO TRANSIT, INC.",School-Age,0,7,9,31-45 Min,Yes,Yes,No
